iter	Accuracy	Logloss
2566	0.9642857143	0.05194035566
2567	0.9642857143	0.05194035566
2568	0.9642857143	0.05194035566
2569	0.9642857143	0.05194035566
2570	0.9642857143	0.05194035566
2571	0.9642857143	0.05194035566
2572	0.9642857143	0.05194035566
2573	0.9642857143	0.05194035566
2574	0.9642857143	0.05194035566
2575	0.9642857143	0.05194035566
2576	0.9642857143	0.05194035566
2577	0.9642857143	0.05194035566
2578	0.9642857143	0.05194035566
2579	0.9642857143	0.05194035566
2580	0.9642857143	0.05194035566
2581	0.9642857143	0.05194035566
2582	0.9642857143	0.05194035566
2583	0.9642857143	0.05194035566
2584	0.9642857143	0.05194035566
2585	0.9642857143	0.05194035566
2586	0.9642857143	0.05194035566
2587	0.9642857143	0.05194035566
2588	0.9642857143	0.05194035566
2589	0.9642857143	0.05194035566
2590	0.9642857143	0.05194035566
2591	0.9642857143	0.05194035566
2592	0.9642857143	0.05194035566
2593	0.9642857143	0.05194035566
2594	0.9642857143	0.05194035566
2595	0.9642857143	0.05194035566
2596	0.9642857143	0.05194035566
2597	0.9642857143	0.05194035566
2598	0.9642857143	0.05194035566
2599	0.9642857143	0.05194035566
2600	0.9642857143	0.05194035566
2601	0.9642857143	0.05194035566
2602	0.9642857143	0.05194035566
2603	0.9642857143	0.05194035566
2604	0.9642857143	0.05194035566
2605	0.9642857143	0.05194035566
2606	0.9642857143	0.05194035566
2607	0.9642857143	0.05194035566
2608	0.9642857143	0.05194035566
2609	0.9642857143	0.05194035566
2610	0.9642857143	0.05194035566
2611	0.9642857143	0.05194035566
2612	0.9642857143	0.05194035566
2613	0.9642857143	0.05194035566
2614	0.9642857143	0.05194035566
2615	0.9642857143	0.05194035566
2616	0.9642857143	0.05194035566
2617	0.9642857143	0.05194035566
2618	0.9642857143	0.05194035566
2619	0.9642857143	0.05194035566
2620	0.9642857143	0.05194035566
2621	0.9642857143	0.05194035566
2622	0.9642857143	0.05194035566
2623	0.9642857143	0.05194035566
2624	0.9642857143	0.05194035566
2625	0.9642857143	0.05194035566
2626	0.9642857143	0.05194035566
2627	0.9642857143	0.05194035566
2628	0.9642857143	0.05194035566
2629	0.9642857143	0.05194035566
2630	0.9642857143	0.05194035566
2631	0.9642857143	0.05194035566
2632	0.9642857143	0.05194035566
2633	0.9642857143	0.05194035566
2634	0.9642857143	0.05194035566
2635	0.9642857143	0.05194035566
2636	0.9642857143	0.05194035566
2637	0.9642857143	0.05194035566
2638	0.9642857143	0.05194035566
2639	0.9642857143	0.05194035566
2640	0.9642857143	0.05194035566
2641	0.9642857143	0.05194035566
2642	0.9642857143	0.05194035566
2643	0.9642857143	0.05194035566
2644	0.9642857143	0.05194035566
2645	0.9642857143	0.05194035566
2646	0.9642857143	0.05194035566
2647	0.9642857143	0.05194035566
2648	0.9642857143	0.05194035566
2649	0.9642857143	0.05194035566
2650	0.9642857143	0.05194035566
2651	0.9642857143	0.05194035566
2652	0.9642857143	0.05194035566
2653	0.9642857143	0.05194035566
2654	0.9642857143	0.05194035566
2655	0.9642857143	0.05194035566
2656	0.9642857143	0.05194035566
2657	0.9642857143	0.05194035566
2658	0.9642857143	0.05194035566
2659	0.9642857143	0.05194035566
2660	0.9642857143	0.05194035566
2661	0.9642857143	0.05194035566
2662	0.9642857143	0.05194035566
2663	0.9642857143	0.05194035566
2664	0.9642857143	0.05194035566
2665	0.9642857143	0.05194035566
2666	0.9642857143	0.05194035566
2667	0.9642857143	0.05194035566
2668	0.9642857143	0.05194035566
2669	0.9642857143	0.05194035566
2670	0.9642857143	0.05194035566
2671	0.9642857143	0.05194035566
2672	0.9642857143	0.05194035566
2673	0.9642857143	0.05194035566
2674	0.9642857143	0.05194035566
2675	0.9642857143	0.05194035566
2676	0.9642857143	0.05194035566
2677	0.9642857143	0.05194035566
2678	0.9642857143	0.05194035566
2679	0.9642857143	0.05194035566
2680	0.9642857143	0.05194035566
2681	0.9642857143	0.05194035566
2682	0.9642857143	0.05194035566
2683	0.9642857143	0.05194035566
2684	0.9642857143	0.05194035566
2685	0.9642857143	0.05194035566
2686	0.9642857143	0.05194035566
2687	0.9642857143	0.05194035566
2688	0.9642857143	0.05194035566
2689	0.9642857143	0.05194035566
2690	0.9642857143	0.05194035566
2691	0.9642857143	0.05194035566
2692	0.9642857143	0.05194035566
2693	0.9642857143	0.05194035566
2694	0.9642857143	0.05194035566
2695	0.9642857143	0.05194035566
2696	0.9642857143	0.05194035566
2697	0.9642857143	0.05194035566
2698	0.9642857143	0.05194035566
2699	0.9642857143	0.05194035566
2700	0.9642857143	0.05194035566
2701	0.9642857143	0.05194035566
2702	0.9642857143	0.05194035566
2703	0.9642857143	0.05194035566
2704	0.9642857143	0.05194035566
2705	0.9642857143	0.05194035566
2706	0.9642857143	0.05194035566
2707	0.9642857143	0.05194035566
2708	0.9642857143	0.05194035566
2709	0.9642857143	0.05194035566
2710	0.9642857143	0.05194035566
2711	0.9642857143	0.05194035566
2712	0.9642857143	0.05194035566
2713	0.9642857143	0.05194035566
2714	0.9642857143	0.05194035566
2715	0.9642857143	0.05194035566
2716	0.9642857143	0.05194035566
2717	0.9642857143	0.05194035566
2718	0.9642857143	0.05194035566
2719	0.9642857143	0.05194035566
2720	0.9642857143	0.05194035566
2721	0.9642857143	0.05194035566
2722	0.9642857143	0.05194035566
2723	0.9642857143	0.05194035566
2724	0.9642857143	0.05194035566
2725	0.9642857143	0.05194035566
2726	0.9642857143	0.05194035566
2727	0.9642857143	0.05194035566
2728	0.9642857143	0.05194035566
2729	0.9642857143	0.05194035566
2730	0.9642857143	0.05194035566
2731	0.9642857143	0.05194035566
2732	0.9642857143	0.05194035566
2733	0.9642857143	0.05194035566
2734	0.9642857143	0.05194035566
2735	0.9642857143	0.05194035566
2736	0.9642857143	0.05194035566
2737	0.9642857143	0.05194035566
2738	0.9642857143	0.05194035566
2739	0.9642857143	0.05194035566
2740	0.9642857143	0.05194035566
2741	0.9642857143	0.05194035566
2742	0.9642857143	0.05194035566
2743	0.9642857143	0.05194035566
2744	0.9642857143	0.05194035566
2745	0.9642857143	0.05194035566
2746	0.9642857143	0.05194035566
2747	0.9642857143	0.05194035566
2748	0.9642857143	0.05194035566
2749	0.9642857143	0.05194035566
2750	0.9642857143	0.05194035566
2751	0.9642857143	0.05194035566
2752	0.9642857143	0.05194035566
2753	0.9642857143	0.05194035566
2754	0.9642857143	0.05194035566
2755	0.9642857143	0.05194035566
2756	0.9642857143	0.05194035566
2757	0.9642857143	0.05194035566
2758	0.9642857143	0.05194035566
2759	0.9642857143	0.05194035566
2760	0.9642857143	0.05194035566
2761	0.9642857143	0.05194035566
2762	0.9642857143	0.05194035566
2763	0.9642857143	0.05194035566
2764	0.9642857143	0.05194035566
2765	0.9642857143	0.05194035566
2766	0.9642857143	0.05194035566
2767	0.9642857143	0.05194035566
2768	0.9642857143	0.05194035566
2769	0.9642857143	0.05194035566
2770	0.9642857143	0.05194035566
2771	0.9642857143	0.05194035566
2772	0.9642857143	0.05194035566
2773	0.9642857143	0.05194035566
2774	0.9642857143	0.05194035566
2775	0.9642857143	0.05194035566
2776	0.9642857143	0.05194035566
2777	0.9642857143	0.05194035566
2778	0.9642857143	0.05194035566
2779	0.9642857143	0.05194035566
2780	0.9642857143	0.05194035566
2781	0.9642857143	0.05194035566
2782	0.9642857143	0.05194035566
2783	0.9642857143	0.05194035566
2784	0.9642857143	0.05194035566
2785	0.9642857143	0.05194035566
2786	0.9642857143	0.05194035566
2787	0.9642857143	0.05194035566
2788	0.9642857143	0.05194035566
2789	0.9642857143	0.05194035566
2790	0.9642857143	0.05194035566
2791	0.9642857143	0.05194035566
2792	0.9642857143	0.05194035566
2793	0.9642857143	0.05194035566
2794	0.9642857143	0.05194035566
2795	0.9642857143	0.05194035566
2796	0.9642857143	0.05194035566
2797	0.9642857143	0.05194035566
2798	0.9642857143	0.05194035566
2799	0.9642857143	0.05194035566
2800	0.9642857143	0.05194035566
2801	0.9642857143	0.05194035566
2802	0.9642857143	0.05194035566
2803	0.9642857143	0.05194035566
2804	0.9642857143	0.05194035566
2805	0.9642857143	0.05194035566
2806	0.9642857143	0.05194035566
2807	0.9642857143	0.05194035566
2808	0.9642857143	0.05194035566
2809	0.9642857143	0.05194035566
2810	0.9642857143	0.05194035566
2811	0.9642857143	0.05194035566
2812	0.9642857143	0.05194035566
2813	0.9642857143	0.05194035566
2814	0.9642857143	0.05194035566
2815	0.9642857143	0.05194035566
2816	0.9642857143	0.05194035566
2817	0.9642857143	0.05194035566
2818	0.9642857143	0.05194035566
2819	0.9642857143	0.05194035566
2820	0.9642857143	0.05194035566
2821	0.9642857143	0.05194035566
2822	0.9642857143	0.05194035566
2823	0.9642857143	0.05194035566
2824	0.9642857143	0.05194035566
2825	0.9642857143	0.05194035566
2826	0.9642857143	0.05194035566
2827	0.9642857143	0.05194035566
2828	0.9642857143	0.05194035566
2829	0.9642857143	0.05194035566
2830	0.9642857143	0.05194035566
2831	0.9642857143	0.05194035566
2832	0.9642857143	0.05194035566
2833	0.9642857143	0.05194035566
2834	0.9642857143	0.05194035566
2835	0.9642857143	0.05194035566
2836	0.9642857143	0.05194035566
2837	0.9642857143	0.05194035566
2838	0.9642857143	0.05194035566
2839	0.9642857143	0.05194035566
2840	0.9642857143	0.05194035566
2841	0.9642857143	0.05194035566
2842	0.9642857143	0.05194035566
2843	0.9642857143	0.05194035566
2844	0.9642857143	0.05194035566
2845	0.9642857143	0.05194035566
2846	0.9642857143	0.05194035566
2847	0.9642857143	0.05194035566
2848	0.9642857143	0.05194035566
2849	0.9642857143	0.05194035566
2850	0.9642857143	0.05194035566
2851	0.9642857143	0.05194035566
2852	0.9642857143	0.05194035566
2853	0.9642857143	0.05194035566
2854	0.9642857143	0.05194035566
2855	0.9642857143	0.05194035566
2856	0.9642857143	0.05194035566
2857	0.9642857143	0.05194035566
2858	0.9642857143	0.05194035566
2859	0.9642857143	0.05194035566
2860	0.9642857143	0.05194035566
2861	0.9642857143	0.05194035566
2862	0.9642857143	0.05194035566
2863	0.9642857143	0.05194035566
2864	0.9642857143	0.05194035566
2865	0.9642857143	0.05194035566
2866	0.9642857143	0.05194035566
2867	0.9642857143	0.05194035566
2868	0.9642857143	0.05194035566
2869	0.9642857143	0.05194035566
2870	0.9642857143	0.05194035566
2871	0.9642857143	0.05194035566
2872	0.9642857143	0.05194035566
2873	0.9642857143	0.05194035566
2874	0.9642857143	0.05194035566
2875	0.9642857143	0.05194035566
2876	0.9642857143	0.05194035566
2877	0.9642857143	0.05194035566
2878	0.9642857143	0.05194035566
2879	0.9642857143	0.05194035566
2880	0.9642857143	0.05194035566
2881	0.9642857143	0.05194035566
2882	0.9642857143	0.05194035566
2883	0.9642857143	0.05194035566
2884	0.9642857143	0.05194035566
2885	0.9642857143	0.05194035566
2886	0.9642857143	0.05194035566
2887	0.9642857143	0.05194035566
2888	0.9642857143	0.05194035566
2889	0.9642857143	0.05194035566
2890	0.9642857143	0.05194035566
2891	0.9642857143	0.05194035566
2892	0.9642857143	0.05194035566
2893	0.9642857143	0.05194035566
2894	0.9642857143	0.05194035566
2895	0.9642857143	0.05194035566
2896	0.9642857143	0.05194035566
2897	0.9642857143	0.05194035566
2898	0.9642857143	0.05194035566
2899	0.9642857143	0.05194035566
2900	0.9642857143	0.05194035566
2901	0.9642857143	0.05194035566
2902	0.9642857143	0.05194035566
2903	0.9642857143	0.05194035566
2904	0.9642857143	0.05194035566
2905	0.9642857143	0.05194035566
2906	0.9642857143	0.05194035566
2907	0.9642857143	0.05194035566
2908	0.9642857143	0.05194035566
2909	0.9642857143	0.05194035566
2910	0.9642857143	0.05194035566
2911	0.9642857143	0.05194035566
2912	0.9642857143	0.05194035566
2913	0.9642857143	0.05194035566
2914	0.9642857143	0.05194035566
2915	0.9642857143	0.05194035566
2916	0.9642857143	0.05194035566
2917	0.9642857143	0.05194035566
2918	0.9642857143	0.05194035566
2919	0.9642857143	0.05194035566
2920	0.9642857143	0.05194035566
2921	0.9642857143	0.05194035566
2922	0.9642857143	0.05194035566
2923	0.9642857143	0.05194035566
2924	0.9642857143	0.05194035566
2925	0.9642857143	0.05194035566
2926	0.9642857143	0.05194035566
2927	0.9642857143	0.05194035566
2928	0.9642857143	0.05194035566
2929	0.9642857143	0.05194035566
2930	0.9642857143	0.05194035566
2931	0.9642857143	0.05194035566
2932	0.9642857143	0.05194035566
2933	0.9642857143	0.05194035566
2934	0.9642857143	0.05194035566
2935	0.9642857143	0.05194035566
2936	0.9642857143	0.05194035566
2937	0.9642857143	0.05194035566
2938	0.9642857143	0.05194035566
2939	0.9642857143	0.05194035566
2940	0.9642857143	0.05194035566
2941	0.9642857143	0.05194035566
2942	0.9642857143	0.05194035566
2943	0.9642857143	0.05194035566
2944	0.9642857143	0.05194035566
2945	0.9642857143	0.05194035566
2946	0.9642857143	0.05194035566
2947	0.9642857143	0.05194035566
2948	0.9642857143	0.05194035566
2949	0.9642857143	0.05194035566
2950	0.9642857143	0.05194035566
2951	0.9642857143	0.05194035566
2952	0.9642857143	0.05194035566
2953	0.9642857143	0.05194035566
2954	0.9642857143	0.05194035566
2955	0.9642857143	0.05194035566
2956	0.9642857143	0.05194035566
2957	0.9642857143	0.05194035566
2958	0.9642857143	0.05194035566
2959	0.9642857143	0.05194035566
2960	0.9642857143	0.05194035566
2961	0.9642857143	0.05194035566
2962	0.9642857143	0.05194035566
2963	0.9642857143	0.05194035566
2964	0.9642857143	0.05194035566
2965	0.9642857143	0.05194035566
2966	0.9642857143	0.05194035566
2967	0.9642857143	0.05194035566
2968	0.9642857143	0.05194035566
2969	0.9642857143	0.05194035566
2970	0.9642857143	0.05194035566
2971	0.9642857143	0.05194035566
2972	0.9642857143	0.05194035566
2973	0.9642857143	0.05194035566
2974	0.9642857143	0.05194035566
2975	0.9642857143	0.05194035566
2976	0.9642857143	0.05194035566
2977	0.9642857143	0.05194035566
2978	0.9642857143	0.05194035566
2979	0.9642857143	0.05194035566
2980	0.9642857143	0.05194035566
2981	0.9642857143	0.05194035566
2982	0.9642857143	0.05194035566
2983	0.9642857143	0.05194035566
2984	0.9642857143	0.05194035566
2985	0.9642857143	0.05194035566
2986	0.9642857143	0.05194035566
2987	0.9642857143	0.05194035566
2988	0.9642857143	0.05194035566
2989	0.9642857143	0.05194035566
2990	0.9642857143	0.05194035566
2991	0.9642857143	0.05194035566
2992	0.9642857143	0.05194035566
2993	0.9642857143	0.05194035566
2994	0.9642857143	0.05194035566
2995	0.9642857143	0.05194035566
2996	0.9642857143	0.05194035566
2997	0.9642857143	0.05194035566
2998	0.9642857143	0.05194035566
2999	0.9642857143	0.05194035566
3000	0.9642857143	0.05194035566
3001	0.9642857143	0.05194035566
3002	0.9642857143	0.05194035566
3003	0.9642857143	0.05194035566
3004	0.9642857143	0.05194035566
3005	0.9642857143	0.05194035566
3006	0.9642857143	0.05194035566
3007	0.9642857143	0.05194035566
3008	0.9642857143	0.05194035566
3009	0.9642857143	0.05194035566
3010	0.9642857143	0.05194035566
3011	0.9642857143	0.05194035566
3012	0.9642857143	0.05194035566
3013	0.9642857143	0.05194035566
3014	0.9642857143	0.05194035566
3015	0.9642857143	0.05194035566
3016	0.9642857143	0.05194035566
3017	0.9642857143	0.05194035566
3018	0.9642857143	0.05194035566
3019	0.9642857143	0.05194035566
3020	0.9642857143	0.05194035566
3021	0.9642857143	0.05194035566
3022	0.9642857143	0.05194035566
3023	0.9642857143	0.05194035566
3024	0.9642857143	0.05194035566
3025	0.9642857143	0.05194035566
3026	0.9642857143	0.05194035566
3027	0.9642857143	0.05194035566
3028	0.9642857143	0.05194035566
3029	0.9642857143	0.05194035566
3030	0.9642857143	0.05194035566
3031	0.9642857143	0.05194035566
3032	0.9642857143	0.05194035566
3033	0.9642857143	0.05194035566
3034	0.9642857143	0.05194035566
3035	0.9642857143	0.05194035566
3036	0.9642857143	0.05194035566
3037	0.9642857143	0.05194035566
3038	0.9642857143	0.05194035566
3039	0.9642857143	0.05194035566
3040	0.9642857143	0.05194035566
3041	0.9642857143	0.05194035566
3042	0.9642857143	0.05194035566
3043	0.9642857143	0.05194035566
3044	0.9642857143	0.05194035566
3045	0.9642857143	0.05194035566
3046	0.9642857143	0.05194035566
3047	0.9642857143	0.05194035566
3048	0.9642857143	0.05194035566
3049	0.9642857143	0.05194035566
3050	0.9642857143	0.05194035566
3051	0.9642857143	0.05194035566
3052	0.9642857143	0.05194035566
3053	0.9642857143	0.05194035566
3054	0.9642857143	0.05194035566
3055	0.9642857143	0.05194035566
3056	0.9642857143	0.05194035566
3057	0.9642857143	0.05194035566
3058	0.9642857143	0.05194035566
3059	0.9642857143	0.05194035566
3060	0.9642857143	0.05194035566
3061	0.9642857143	0.05194035566
3062	0.9642857143	0.05194035566
3063	0.9642857143	0.05194035566
3064	0.9642857143	0.05194035566
3065	0.9642857143	0.05194035566
3066	0.9642857143	0.05194035566
3067	0.9642857143	0.05194035566
3068	0.9642857143	0.05194035566
3069	0.9642857143	0.05194035566
3070	0.9642857143	0.05194035566
3071	0.9642857143	0.05194035566
3072	0.9642857143	0.05194035566
3073	0.9642857143	0.05194035566
3074	0.9642857143	0.05194035566
3075	0.9642857143	0.05194035566
3076	0.9642857143	0.05194035566
3077	0.9642857143	0.05194035566
3078	0.9642857143	0.05194035566
3079	0.9642857143	0.05194035566
3080	0.9642857143	0.05194035566
3081	0.9642857143	0.05194035566
3082	0.9642857143	0.05194035566
3083	0.9642857143	0.05194035566
3084	0.9642857143	0.05194035566
3085	0.9642857143	0.05194035566
3086	0.9642857143	0.05194035566
3087	0.9642857143	0.05194035566
3088	0.9642857143	0.05194035566
3089	0.9642857143	0.05194035566
3090	0.9642857143	0.05194035566
3091	0.9642857143	0.05194035566
3092	0.9642857143	0.05194035566
3093	0.9642857143	0.05194035566
3094	0.9642857143	0.05194035566
3095	0.9642857143	0.05194035566
3096	0.9642857143	0.05194035566
3097	0.9642857143	0.05194035566
3098	0.9642857143	0.05194035566
3099	0.9642857143	0.05194035566
3100	0.9642857143	0.05194035566
3101	0.9642857143	0.05194035566
3102	0.9642857143	0.05194035566
3103	0.9642857143	0.05194035566
3104	0.9642857143	0.05194035566
3105	0.9642857143	0.05194035566
3106	0.9642857143	0.05194035566
3107	0.9642857143	0.05194035566
3108	0.9642857143	0.05194035566
3109	0.9642857143	0.05194035566
3110	0.9642857143	0.05194035566
3111	0.9642857143	0.05194035566
3112	0.9642857143	0.05194035566
3113	0.9642857143	0.05194035566
3114	0.9642857143	0.05194035566
3115	0.9642857143	0.05194035566
3116	0.9642857143	0.05194035566
3117	0.9642857143	0.05194035566
3118	0.9642857143	0.05194035566
3119	0.9642857143	0.05194035566
3120	0.9642857143	0.05194035566
3121	0.9642857143	0.05194035566
3122	0.9642857143	0.05194035566
3123	0.9642857143	0.05194035566
3124	0.9642857143	0.05194035566
3125	0.9642857143	0.05194035566
3126	0.9642857143	0.05194035566
3127	0.9642857143	0.05194035566
3128	0.9642857143	0.05194035566
3129	0.9642857143	0.05194035566
3130	0.9642857143	0.05194035566
3131	0.9642857143	0.05194035566
3132	0.9642857143	0.05194035566
3133	0.9642857143	0.05194035566
3134	0.9642857143	0.05194035566
3135	0.9642857143	0.05194035566
3136	0.9642857143	0.05194035566
3137	0.9642857143	0.05194035566
3138	0.9642857143	0.05194035566
3139	0.9642857143	0.05194035566
3140	0.9642857143	0.05194035566
3141	0.9642857143	0.05194035566
3142	0.9642857143	0.05194035566
3143	0.9642857143	0.05194035566
3144	0.9642857143	0.05194035566
3145	0.9642857143	0.05194035566
3146	0.9642857143	0.05194035566
3147	0.9642857143	0.05194035566
3148	0.9642857143	0.05194035566
3149	0.9642857143	0.05194035566
3150	0.9642857143	0.05194035566
3151	0.9642857143	0.05194035566
3152	0.9642857143	0.05194035566
3153	0.9642857143	0.05194035566
3154	0.9642857143	0.05194035566
3155	0.9642857143	0.05194035566
3156	0.9642857143	0.05194035566
3157	0.9642857143	0.05194035566
3158	0.9642857143	0.05194035566
3159	0.9642857143	0.05194035566
3160	0.9642857143	0.05194035566
3161	0.9642857143	0.05194035566
3162	0.9642857143	0.05194035566
3163	0.9642857143	0.05194035566
3164	0.9642857143	0.05194035566
3165	0.9642857143	0.05194035566
3166	0.9642857143	0.05194035566
3167	0.9642857143	0.05194035566
3168	0.9642857143	0.05194035566
3169	0.9642857143	0.05194035566
3170	0.9642857143	0.05194035566
3171	0.9642857143	0.05194035566
3172	0.9642857143	0.05194035566
3173	0.9642857143	0.05194035566
3174	0.9642857143	0.05194035566
3175	0.9642857143	0.05194035566
3176	0.9642857143	0.05194035566
3177	0.9642857143	0.05194035566
3178	0.9642857143	0.05194035566
3179	0.9642857143	0.05194035566
3180	0.9642857143	0.05194035566
3181	0.9642857143	0.05194035566
3182	0.9642857143	0.05194035566
3183	0.9642857143	0.05194035566
3184	0.9642857143	0.05194035566
3185	0.9642857143	0.05194035566
3186	0.9642857143	0.05194035566
3187	0.9642857143	0.05194035566
3188	0.9642857143	0.05194035566
3189	0.9642857143	0.05194035566
3190	0.9642857143	0.05194035566
3191	0.9642857143	0.05194035566
3192	0.9642857143	0.05194035566
3193	0.9642857143	0.05194035566
3194	0.9642857143	0.05194035566
3195	0.9642857143	0.05194035566
3196	0.9642857143	0.05194035566
3197	0.9642857143	0.05194035566
3198	0.9642857143	0.05194035566
3199	0.9642857143	0.05194035566
3200	0.9642857143	0.05194035566
3201	0.9642857143	0.05194035566
3202	0.9642857143	0.05194035566
3203	0.9642857143	0.05194035566
3204	0.9642857143	0.05194035566
3205	0.9642857143	0.05194035566
3206	0.9642857143	0.05194035566
3207	0.9642857143	0.05194035566
3208	0.9642857143	0.05194035566
3209	0.9642857143	0.05194035566
3210	0.9642857143	0.05194035566
3211	0.9642857143	0.05194035566
3212	0.9642857143	0.05194035566
3213	0.9642857143	0.05194035566
3214	0.9642857143	0.05194035566
3215	0.9642857143	0.05194035566
3216	0.9642857143	0.05194035566
3217	0.9642857143	0.05194035566
3218	0.9642857143	0.05194035566
3219	0.9642857143	0.05194035566
3220	0.9642857143	0.05194035566
3221	0.9642857143	0.05194035566
3222	0.9642857143	0.05194035566
3223	0.9642857143	0.05194035566
3224	0.9642857143	0.05194035566
3225	0.9642857143	0.05194035566
3226	0.9642857143	0.05194035566
3227	0.9642857143	0.05194035566
3228	0.9642857143	0.05194035566
3229	0.9642857143	0.05194035566
3230	0.9642857143	0.05194035566
3231	0.9642857143	0.05194035566
3232	0.9642857143	0.05194035566
3233	0.9642857143	0.05194035566
3234	0.9642857143	0.05194035566
3235	0.9642857143	0.05194035566
3236	0.9642857143	0.05194035566
3237	0.9642857143	0.05194035566
3238	0.9642857143	0.05194035566
3239	0.9642857143	0.05194035566
3240	0.9642857143	0.05194035566
3241	0.9642857143	0.05194035566
3242	0.9642857143	0.05194035566
3243	0.9642857143	0.05194035566
3244	0.9642857143	0.05194035566
3245	0.9642857143	0.05194035566
3246	0.9642857143	0.05194035566
3247	0.9642857143	0.05194035566
3248	0.9642857143	0.05194035566
3249	0.9642857143	0.05194035566
3250	0.9642857143	0.05194035566
3251	0.9642857143	0.05194035566
3252	0.9642857143	0.05194035566
3253	0.9642857143	0.05194035566
3254	0.9642857143	0.05194035566
3255	0.9642857143	0.05194035566
3256	0.9642857143	0.05194035566
3257	0.9642857143	0.05194035566
3258	0.9642857143	0.05194035566
3259	0.9642857143	0.05194035566
3260	0.9642857143	0.05194035566
3261	0.9642857143	0.05194035566
3262	0.9642857143	0.05194035566
3263	0.9642857143	0.05194035566
3264	0.9642857143	0.05194035566
3265	0.9642857143	0.05194035566
3266	0.9642857143	0.05194035566
3267	0.9642857143	0.05194035566
3268	0.9642857143	0.05194035566
3269	0.9642857143	0.05194035566
3270	0.9642857143	0.05194035566
3271	0.9642857143	0.05194035566
3272	0.9642857143	0.05194035566
3273	0.9642857143	0.05194035566
3274	0.9642857143	0.05194035566
3275	0.9642857143	0.05194035566
3276	0.9642857143	0.05194035566
3277	0.9642857143	0.05194035566
3278	0.9642857143	0.05194035566
3279	0.9642857143	0.05194035566
3280	0.9642857143	0.05194035566
3281	0.9642857143	0.05194035566
3282	0.9642857143	0.05194035566
3283	0.9642857143	0.05194035566
3284	0.9642857143	0.05194035566
3285	0.9642857143	0.05194035566
3286	0.9642857143	0.05194035566
3287	0.9642857143	0.05194035566
3288	0.9642857143	0.05194035566
3289	0.9642857143	0.05194035566
3290	0.9642857143	0.05194035566
3291	0.9642857143	0.05194035566
3292	0.9642857143	0.05194035566
3293	0.9642857143	0.05194035566
3294	0.9642857143	0.05194035566
3295	0.9642857143	0.05194035566
3296	0.9642857143	0.05194035566
3297	0.9642857143	0.05194035566
3298	0.9642857143	0.05194035566
3299	0.9642857143	0.05194035566
3300	0.9642857143	0.05194035566
3301	0.9642857143	0.05194035566
3302	0.9642857143	0.05194035566
3303	0.9642857143	0.05194035566
3304	0.9642857143	0.05194035566
3305	0.9642857143	0.05194035566
3306	0.9642857143	0.05194035566
3307	0.9642857143	0.05194035566
3308	0.9642857143	0.05194035566
3309	0.9642857143	0.05194035566
3310	0.9642857143	0.05194035566
3311	0.9642857143	0.05194035566
3312	0.9642857143	0.05194035566
3313	0.9642857143	0.05194035566
3314	0.9642857143	0.05194035566
3315	0.9642857143	0.05194035566
3316	0.9642857143	0.05194035566
3317	0.9642857143	0.05194035566
3318	0.9642857143	0.05194035566
3319	0.9642857143	0.05194035566
3320	0.9642857143	0.05194035566
3321	0.9642857143	0.05194035566
3322	0.9642857143	0.05194035566
3323	0.9642857143	0.05194035566
3324	0.9642857143	0.05194035566
3325	0.9642857143	0.05194035566
3326	0.9642857143	0.05194035566
3327	0.9642857143	0.05194035566
3328	0.9642857143	0.05194035566
3329	0.9642857143	0.05194035566
3330	0.9642857143	0.05194035566
3331	0.9642857143	0.05194035566
3332	0.9642857143	0.05194035566
3333	0.9642857143	0.05194035566
3334	0.9642857143	0.05194035566
3335	0.9642857143	0.05194035566
3336	0.9642857143	0.05194035566
3337	0.9642857143	0.05194035566
3338	0.9642857143	0.05194035566
3339	0.9642857143	0.05194035566
3340	0.9642857143	0.05194035566
3341	0.9642857143	0.05194035566
3342	0.9642857143	0.05194035566
3343	0.9642857143	0.05194035566
3344	0.9642857143	0.05194035566
3345	0.9642857143	0.05194035566
3346	0.9642857143	0.05194035566
3347	0.9642857143	0.05194035566
3348	0.9642857143	0.05194035566
3349	0.9642857143	0.05194035566
3350	0.9642857143	0.05194035566
3351	0.9642857143	0.05194035566
3352	0.9642857143	0.05194035566
3353	0.9642857143	0.05194035566
3354	0.9642857143	0.05194035566
3355	0.9642857143	0.05194035566
3356	0.9642857143	0.05194035566
3357	0.9642857143	0.05194035566
3358	0.9642857143	0.05194035566
3359	0.9642857143	0.05194035566
3360	0.9642857143	0.05194035566
3361	0.9642857143	0.05194035566
3362	0.9642857143	0.05194035566
3363	0.9642857143	0.05194035566
3364	0.9642857143	0.05194035566
3365	0.9642857143	0.05194035566
3366	0.9642857143	0.05194035566
3367	0.9642857143	0.05194035566
3368	0.9642857143	0.05194035566
3369	0.9642857143	0.05194035566
3370	0.9642857143	0.05194035566
3371	0.9642857143	0.05194035566
3372	0.9642857143	0.05194035566
3373	0.9642857143	0.05194035566
3374	0.9642857143	0.05194035566
3375	0.9642857143	0.05194035566
3376	0.9642857143	0.05194035566
3377	0.9642857143	0.05194035566
3378	0.9642857143	0.05194035566
3379	0.9642857143	0.05194035566
3380	0.9642857143	0.05194035566
3381	0.9642857143	0.05194035566
3382	0.9642857143	0.05194035566
3383	0.9642857143	0.05194035566
3384	0.9642857143	0.05194035566
3385	0.9642857143	0.05194035566
3386	0.9642857143	0.05194035566
3387	0.9642857143	0.05194035566
