iter	Accuracy	Logloss
5541	0.9642857143	0.05194035566
5542	0.9642857143	0.05194035566
5543	0.9642857143	0.05194035566
5544	0.9642857143	0.05194035566
5545	0.9642857143	0.05194035566
5546	0.9642857143	0.05194035566
5547	0.9642857143	0.05194035566
5548	0.9642857143	0.05194035566
5549	0.9642857143	0.05194035566
5550	0.9642857143	0.05194035566
5551	0.9642857143	0.05194035566
5552	0.9642857143	0.05194035566
5553	0.9642857143	0.05194035566
5554	0.9642857143	0.05194035566
5555	0.9642857143	0.05194035566
5556	0.9642857143	0.05194035566
5557	0.9642857143	0.05194035566
5558	0.9642857143	0.05194035566
5559	0.9642857143	0.05194035566
5560	0.9642857143	0.05194035566
5561	0.9642857143	0.05194035566
5562	0.9642857143	0.05194035566
5563	0.9642857143	0.05194035566
5564	0.9642857143	0.05194035566
5565	0.9642857143	0.05194035566
5566	0.9642857143	0.05194035566
5567	0.9642857143	0.05194035566
5568	0.9642857143	0.05194035566
5569	0.9642857143	0.05194035566
5570	0.9642857143	0.05194035566
5571	0.9642857143	0.05194035566
5572	0.9642857143	0.05194035566
5573	0.9642857143	0.05194035566
5574	0.9642857143	0.05194035566
5575	0.9642857143	0.05194035566
5576	0.9642857143	0.05194035566
5577	0.9642857143	0.05194035566
5578	0.9642857143	0.05194035566
5579	0.9642857143	0.05194035566
5580	0.9642857143	0.05194035566
5581	0.9642857143	0.05194035566
5582	0.9642857143	0.05194035566
5583	0.9642857143	0.05194035566
5584	0.9642857143	0.05194035566
5585	0.9642857143	0.05194035566
5586	0.9642857143	0.05194035566
5587	0.9642857143	0.05194035566
5588	0.9642857143	0.05194035566
5589	0.9642857143	0.05194035566
5590	0.9642857143	0.05194035566
5591	0.9642857143	0.05194035566
5592	0.9642857143	0.05194035566
5593	0.9642857143	0.05194035566
5594	0.9642857143	0.05194035566
5595	0.9642857143	0.05194035566
5596	0.9642857143	0.05194035566
5597	0.9642857143	0.05194035566
5598	0.9642857143	0.05194035566
5599	0.9642857143	0.05194035566
5600	0.9642857143	0.05194035566
5601	0.9642857143	0.05194035566
5602	0.9642857143	0.05194035566
5603	0.9642857143	0.05194035566
5604	0.9642857143	0.05194035566
5605	0.9642857143	0.05194035566
5606	0.9642857143	0.05194035566
5607	0.9642857143	0.05194035566
5608	0.9642857143	0.05194035566
5609	0.9642857143	0.05194035566
5610	0.9642857143	0.05194035566
5611	0.9642857143	0.05194035566
5612	0.9642857143	0.05194035566
5613	0.9642857143	0.05194035566
5614	0.9642857143	0.05194035566
5615	0.9642857143	0.05194035566
5616	0.9642857143	0.05194035566
5617	0.9642857143	0.05194035566
5618	0.9642857143	0.05194035566
5619	0.9642857143	0.05194035566
5620	0.9642857143	0.05194035566
5621	0.9642857143	0.05194035566
5622	0.9642857143	0.05194035566
5623	0.9642857143	0.05194035566
5624	0.9642857143	0.05194035566
5625	0.9642857143	0.05194035566
5626	0.9642857143	0.05194035566
5627	0.9642857143	0.05194035566
5628	0.9642857143	0.05194035566
5629	0.9642857143	0.05194035566
5630	0.9642857143	0.05194035566
5631	0.9642857143	0.05194035566
5632	0.9642857143	0.05194035566
5633	0.9642857143	0.05194035566
5634	0.9642857143	0.05194035566
5635	0.9642857143	0.05194035566
5636	0.9642857143	0.05194035566
5637	0.9642857143	0.05194035566
5638	0.9642857143	0.05194035566
5639	0.9642857143	0.05194035566
5640	0.9642857143	0.05194035566
5641	0.9642857143	0.05194035566
5642	0.9642857143	0.05194035566
5643	0.9642857143	0.05194035566
5644	0.9642857143	0.05194035566
5645	0.9642857143	0.05194035566
5646	0.9642857143	0.05194035566
5647	0.9642857143	0.05194035566
5648	0.9642857143	0.05194035566
5649	0.9642857143	0.05194035566
5650	0.9642857143	0.05194035566
5651	0.9642857143	0.05194035566
5652	0.9642857143	0.05194035566
5653	0.9642857143	0.05194035566
5654	0.9642857143	0.05194035566
5655	0.9642857143	0.05194035566
5656	0.9642857143	0.05194035566
5657	0.9642857143	0.05194035566
5658	0.9642857143	0.05194035566
5659	0.9642857143	0.05194035566
5660	0.9642857143	0.05194035566
5661	0.9642857143	0.05194035566
5662	0.9642857143	0.05194035566
5663	0.9642857143	0.05194035566
5664	0.9642857143	0.05194035566
5665	0.9642857143	0.05194035566
5666	0.9642857143	0.05194035566
5667	0.9642857143	0.05194035566
5668	0.9642857143	0.05194035566
5669	0.9642857143	0.05194035566
5670	0.9642857143	0.05194035566
5671	0.9642857143	0.05194035566
5672	0.9642857143	0.05194035566
5673	0.9642857143	0.05194035566
5674	0.9642857143	0.05194035566
5675	0.9642857143	0.05194035566
5676	0.9642857143	0.05194035566
5677	0.9642857143	0.05194035566
5678	0.9642857143	0.05194035566
5679	0.9642857143	0.05194035566
5680	0.9642857143	0.05194035566
5681	0.9642857143	0.05194035566
5682	0.9642857143	0.05194035566
5683	0.9642857143	0.05194035566
5684	0.9642857143	0.05194035566
5685	0.9642857143	0.05194035566
5686	0.9642857143	0.05194035566
5687	0.9642857143	0.05194035566
5688	0.9642857143	0.05194035566
5689	0.9642857143	0.05194035566
5690	0.9642857143	0.05194035566
5691	0.9642857143	0.05194035566
5692	0.9642857143	0.05194035566
5693	0.9642857143	0.05194035566
5694	0.9642857143	0.05194035566
5695	0.9642857143	0.05194035566
5696	0.9642857143	0.05194035566
5697	0.9642857143	0.05194035566
5698	0.9642857143	0.05194035566
5699	0.9642857143	0.05194035566
5700	0.9642857143	0.05194035566
5701	0.9642857143	0.05194035566
5702	0.9642857143	0.05194035566
5703	0.9642857143	0.05194035566
5704	0.9642857143	0.05194035566
5705	0.9642857143	0.05194035566
5706	0.9642857143	0.05194035566
5707	0.9642857143	0.05194035566
5708	0.9642857143	0.05194035566
5709	0.9642857143	0.05194035566
5710	0.9642857143	0.05194035566
5711	0.9642857143	0.05194035566
5712	0.9642857143	0.05194035566
5713	0.9642857143	0.05194035566
5714	0.9642857143	0.05194035566
5715	0.9642857143	0.05194035566
5716	0.9642857143	0.05194035566
5717	0.9642857143	0.05194035566
5718	0.9642857143	0.05194035566
5719	0.9642857143	0.05194035566
5720	0.9642857143	0.05194035566
5721	0.9642857143	0.05194035566
5722	0.9642857143	0.05194035566
5723	0.9642857143	0.05194035566
5724	0.9642857143	0.05194035566
5725	0.9642857143	0.05194035566
5726	0.9642857143	0.05194035566
5727	0.9642857143	0.05194035566
5728	0.9642857143	0.05194035566
5729	0.9642857143	0.05194035566
5730	0.9642857143	0.05194035566
5731	0.9642857143	0.05194035566
5732	0.9642857143	0.05194035566
5733	0.9642857143	0.05194035566
5734	0.9642857143	0.05194035566
5735	0.9642857143	0.05194035566
5736	0.9642857143	0.05194035566
5737	0.9642857143	0.05194035566
5738	0.9642857143	0.05194035566
5739	0.9642857143	0.05194035566
5740	0.9642857143	0.05194035566
5741	0.9642857143	0.05194035566
5742	0.9642857143	0.05194035566
5743	0.9642857143	0.05194035566
5744	0.9642857143	0.05194035566
5745	0.9642857143	0.05194035566
5746	0.9642857143	0.05194035566
5747	0.9642857143	0.05194035566
5748	0.9642857143	0.05194035566
5749	0.9642857143	0.05194035566
5750	0.9642857143	0.05194035566
5751	0.9642857143	0.05194035566
5752	0.9642857143	0.05194035566
5753	0.9642857143	0.05194035566
5754	0.9642857143	0.05194035566
5755	0.9642857143	0.05194035566
5756	0.9642857143	0.05194035566
5757	0.9642857143	0.05194035566
5758	0.9642857143	0.05194035566
5759	0.9642857143	0.05194035566
5760	0.9642857143	0.05194035566
5761	0.9642857143	0.05194035566
5762	0.9642857143	0.05194035566
5763	0.9642857143	0.05194035566
5764	0.9642857143	0.05194035566
5765	0.9642857143	0.05194035566
5766	0.9642857143	0.05194035566
5767	0.9642857143	0.05194035566
5768	0.9642857143	0.05194035566
5769	0.9642857143	0.05194035566
5770	0.9642857143	0.05194035566
5771	0.9642857143	0.05194035566
5772	0.9642857143	0.05194035566
5773	0.9642857143	0.05194035566
5774	0.9642857143	0.05194035566
5775	0.9642857143	0.05194035566
5776	0.9642857143	0.05194035566
5777	0.9642857143	0.05194035566
5778	0.9642857143	0.05194035566
5779	0.9642857143	0.05194035566
5780	0.9642857143	0.05194035566
5781	0.9642857143	0.05194035566
5782	0.9642857143	0.05194035566
5783	0.9642857143	0.05194035566
5784	0.9642857143	0.05194035566
5785	0.9642857143	0.05194035566
5786	0.9642857143	0.05194035566
5787	0.9642857143	0.05194035566
5788	0.9642857143	0.05194035566
5789	0.9642857143	0.05194035566
5790	0.9642857143	0.05194035566
5791	0.9642857143	0.05194035566
5792	0.9642857143	0.05194035566
5793	0.9642857143	0.05194035566
5794	0.9642857143	0.05194035566
5795	0.9642857143	0.05194035566
5796	0.9642857143	0.05194035566
5797	0.9642857143	0.05194035566
5798	0.9642857143	0.05194035566
5799	0.9642857143	0.05194035566
5800	0.9642857143	0.05194035566
5801	0.9642857143	0.05194035566
5802	0.9642857143	0.05194035566
5803	0.9642857143	0.05194035566
5804	0.9642857143	0.05194035566
5805	0.9642857143	0.05194035566
5806	0.9642857143	0.05194035566
5807	0.9642857143	0.05194035566
5808	0.9642857143	0.05194035566
5809	0.9642857143	0.05194035566
5810	0.9642857143	0.05194035566
5811	0.9642857143	0.05194035566
5812	0.9642857143	0.05194035566
5813	0.9642857143	0.05194035566
5814	0.9642857143	0.05194035566
5815	0.9642857143	0.05194035566
5816	0.9642857143	0.05194035566
5817	0.9642857143	0.05194035566
5818	0.9642857143	0.05194035566
5819	0.9642857143	0.05194035566
5820	0.9642857143	0.05194035566
5821	0.9642857143	0.05194035566
5822	0.9642857143	0.05194035566
5823	0.9642857143	0.05194035566
5824	0.9642857143	0.05194035566
5825	0.9642857143	0.05194035566
5826	0.9642857143	0.05194035566
5827	0.9642857143	0.05194035566
5828	0.9642857143	0.05194035566
5829	0.9642857143	0.05194035566
5830	0.9642857143	0.05194035566
5831	0.9642857143	0.05194035566
5832	0.9642857143	0.05194035566
5833	0.9642857143	0.05194035566
5834	0.9642857143	0.05194035566
5835	0.9642857143	0.05194035566
5836	0.9642857143	0.05194035566
5837	0.9642857143	0.05194035566
5838	0.9642857143	0.05194035566
5839	0.9642857143	0.05194035566
5840	0.9642857143	0.05194035566
5841	0.9642857143	0.05194035566
5842	0.9642857143	0.05194035566
5843	0.9642857143	0.05194035566
5844	0.9642857143	0.05194035566
5845	0.9642857143	0.05194035566
5846	0.9642857143	0.05194035566
5847	0.9642857143	0.05194035566
5848	0.9642857143	0.05194035566
5849	0.9642857143	0.05194035566
5850	0.9642857143	0.05194035566
5851	0.9642857143	0.05194035566
5852	0.9642857143	0.05194035566
5853	0.9642857143	0.05194035566
5854	0.9642857143	0.05194035566
5855	0.9642857143	0.05194035566
5856	0.9642857143	0.05194035566
5857	0.9642857143	0.05194035566
5858	0.9642857143	0.05194035566
5859	0.9642857143	0.05194035566
5860	0.9642857143	0.05194035566
5861	0.9642857143	0.05194035566
5862	0.9642857143	0.05194035566
5863	0.9642857143	0.05194035566
5864	0.9642857143	0.05194035566
5865	0.9642857143	0.05194035566
5866	0.9642857143	0.05194035566
5867	0.9642857143	0.05194035566
5868	0.9642857143	0.05194035566
5869	0.9642857143	0.05194035566
5870	0.9642857143	0.05194035566
5871	0.9642857143	0.05194035566
5872	0.9642857143	0.05194035566
5873	0.9642857143	0.05194035566
5874	0.9642857143	0.05194035566
5875	0.9642857143	0.05194035566
5876	0.9642857143	0.05194035566
5877	0.9642857143	0.05194035566
5878	0.9642857143	0.05194035566
5879	0.9642857143	0.05194035566
5880	0.9642857143	0.05194035566
5881	0.9642857143	0.05194035566
5882	0.9642857143	0.05194035566
5883	0.9642857143	0.05194035566
5884	0.9642857143	0.05194035566
5885	0.9642857143	0.05194035566
5886	0.9642857143	0.05194035566
5887	0.9642857143	0.05194035566
5888	0.9642857143	0.05194035566
5889	0.9642857143	0.05194035566
5890	0.9642857143	0.05194035566
5891	0.9642857143	0.05194035566
5892	0.9642857143	0.05194035566
5893	0.9642857143	0.05194035566
5894	0.9642857143	0.05194035566
5895	0.9642857143	0.05194035566
5896	0.9642857143	0.05194035566
5897	0.9642857143	0.05194035566
5898	0.9642857143	0.05194035566
5899	0.9642857143	0.05194035566
5900	0.9642857143	0.05194035566
5901	0.9642857143	0.05194035566
5902	0.9642857143	0.05194035566
5903	0.9642857143	0.05194035566
5904	0.9642857143	0.05194035566
5905	0.9642857143	0.05194035566
5906	0.9642857143	0.05194035566
5907	0.9642857143	0.05194035566
5908	0.9642857143	0.05194035566
5909	0.9642857143	0.05194035566
5910	0.9642857143	0.05194035566
5911	0.9642857143	0.05194035566
5912	0.9642857143	0.05194035566
5913	0.9642857143	0.05194035566
5914	0.9642857143	0.05194035566
5915	0.9642857143	0.05194035566
5916	0.9642857143	0.05194035566
5917	0.9642857143	0.05194035566
5918	0.9642857143	0.05194035566
5919	0.9642857143	0.05194035566
5920	0.9642857143	0.05194035566
5921	0.9642857143	0.05194035566
5922	0.9642857143	0.05194035566
5923	0.9642857143	0.05194035566
5924	0.9642857143	0.05194035566
5925	0.9642857143	0.05194035566
5926	0.9642857143	0.05194035566
5927	0.9642857143	0.05194035566
5928	0.9642857143	0.05194035566
5929	0.9642857143	0.05194035566
5930	0.9642857143	0.05194035566
5931	0.9642857143	0.05194035566
5932	0.9642857143	0.05194035566
5933	0.9642857143	0.05194035566
5934	0.9642857143	0.05194035566
5935	0.9642857143	0.05194035566
5936	0.9642857143	0.05194035566
5937	0.9642857143	0.05194035566
5938	0.9642857143	0.05194035566
5939	0.9642857143	0.05194035566
5940	0.9642857143	0.05194035566
5941	0.9642857143	0.05194035566
5942	0.9642857143	0.05194035566
5943	0.9642857143	0.05194035566
5944	0.9642857143	0.05194035566
5945	0.9642857143	0.05194035566
5946	0.9642857143	0.05194035566
5947	0.9642857143	0.05194035566
5948	0.9642857143	0.05194035566
5949	0.9642857143	0.05194035566
5950	0.9642857143	0.05194035566
5951	0.9642857143	0.05194035566
5952	0.9642857143	0.05194035566
5953	0.9642857143	0.05194035566
5954	0.9642857143	0.05194035566
5955	0.9642857143	0.05194035566
5956	0.9642857143	0.05194035566
5957	0.9642857143	0.05194035566
5958	0.9642857143	0.05194035566
5959	0.9642857143	0.05194035566
5960	0.9642857143	0.05194035566
5961	0.9642857143	0.05194035566
5962	0.9642857143	0.05194035566
5963	0.9642857143	0.05194035566
5964	0.9642857143	0.05194035566
5965	0.9642857143	0.05194035566
5966	0.9642857143	0.05194035566
5967	0.9642857143	0.05194035566
5968	0.9642857143	0.05194035566
5969	0.9642857143	0.05194035566
5970	0.9642857143	0.05194035566
5971	0.9642857143	0.05194035566
5972	0.9642857143	0.05194035566
5973	0.9642857143	0.05194035566
5974	0.9642857143	0.05194035566
5975	0.9642857143	0.05194035566
5976	0.9642857143	0.05194035566
5977	0.9642857143	0.05194035566
5978	0.9642857143	0.05194035566
5979	0.9642857143	0.05194035566
5980	0.9642857143	0.05194035566
5981	0.9642857143	0.05194035566
5982	0.9642857143	0.05194035566
5983	0.9642857143	0.05194035566
5984	0.9642857143	0.05194035566
5985	0.9642857143	0.05194035566
5986	0.9642857143	0.05194035566
5987	0.9642857143	0.05194035566
5988	0.9642857143	0.05194035566
5989	0.9642857143	0.05194035566
5990	0.9642857143	0.05194035566
5991	0.9642857143	0.05194035566
5992	0.9642857143	0.05194035566
5993	0.9642857143	0.05194035566
5994	0.9642857143	0.05194035566
5995	0.9642857143	0.05194035566
5996	0.9642857143	0.05194035566
5997	0.9642857143	0.05194035566
5998	0.9642857143	0.05194035566
5999	0.9642857143	0.05194035566
6000	0.9642857143	0.05194035566
6001	0.9642857143	0.05194035566
6002	0.9642857143	0.05194035566
6003	0.9642857143	0.05194035566
6004	0.9642857143	0.05194035566
6005	0.9642857143	0.05194035566
6006	0.9642857143	0.05194035566
6007	0.9642857143	0.05194035566
6008	0.9642857143	0.05194035566
6009	0.9642857143	0.05194035566
6010	0.9642857143	0.05194035566
6011	0.9642857143	0.05194035566
6012	0.9642857143	0.05194035566
6013	0.9642857143	0.05194035566
6014	0.9642857143	0.05194035566
6015	0.9642857143	0.05194035566
6016	0.9642857143	0.05194035566
6017	0.9642857143	0.05194035566
6018	0.9642857143	0.05194035566
6019	0.9642857143	0.05194035566
6020	0.9642857143	0.05194035566
6021	0.9642857143	0.05194035566
6022	0.9642857143	0.05194035566
6023	0.9642857143	0.05194035566
6024	0.9642857143	0.05194035566
6025	0.9642857143	0.05194035566
6026	0.9642857143	0.05194035566
6027	0.9642857143	0.05194035566
6028	0.9642857143	0.05194035566
6029	0.9642857143	0.05194035566
6030	0.9642857143	0.05194035566
6031	0.9642857143	0.05194035566
6032	0.9642857143	0.05194035566
6033	0.9642857143	0.05194035566
6034	0.9642857143	0.05194035566
6035	0.9642857143	0.05194035566
6036	0.9642857143	0.05194035566
6037	0.9642857143	0.05194035566
6038	0.9642857143	0.05194035566
6039	0.9642857143	0.05194035566
6040	0.9642857143	0.05194035566
6041	0.9642857143	0.05194035566
6042	0.9642857143	0.05194035566
6043	0.9642857143	0.05194035566
6044	0.9642857143	0.05194035566
6045	0.9642857143	0.05194035566
6046	0.9642857143	0.05194035566
6047	0.9642857143	0.05194035566
6048	0.9642857143	0.05194035566
6049	0.9642857143	0.05194035566
6050	0.9642857143	0.05194035566
6051	0.9642857143	0.05194035566
6052	0.9642857143	0.05194035566
6053	0.9642857143	0.05194035566
6054	0.9642857143	0.05194035566
6055	0.9642857143	0.05194035566
6056	0.9642857143	0.05194035566
6057	0.9642857143	0.05194035566
6058	0.9642857143	0.05194035566
6059	0.9642857143	0.05194035566
6060	0.9642857143	0.05194035566
6061	0.9642857143	0.05194035566
6062	0.9642857143	0.05194035566
6063	0.9642857143	0.05194035566
6064	0.9642857143	0.05194035566
6065	0.9642857143	0.05194035566
6066	0.9642857143	0.05194035566
6067	0.9642857143	0.05194035566
6068	0.9642857143	0.05194035566
6069	0.9642857143	0.05194035566
6070	0.9642857143	0.05194035566
6071	0.9642857143	0.05194035566
6072	0.9642857143	0.05194035566
6073	0.9642857143	0.05194035566
6074	0.9642857143	0.05194035566
6075	0.9642857143	0.05194035566
6076	0.9642857143	0.05194035566
6077	0.9642857143	0.05194035566
6078	0.9642857143	0.05194035566
6079	0.9642857143	0.05194035566
6080	0.9642857143	0.05194035566
6081	0.9642857143	0.05194035566
6082	0.9642857143	0.05194035566
6083	0.9642857143	0.05194035566
6084	0.9642857143	0.05194035566
6085	0.9642857143	0.05194035566
6086	0.9642857143	0.05194035566
6087	0.9642857143	0.05194035566
6088	0.9642857143	0.05194035566
6089	0.9642857143	0.05194035566
6090	0.9642857143	0.05194035566
6091	0.9642857143	0.05194035566
6092	0.9642857143	0.05194035566
6093	0.9642857143	0.05194035566
6094	0.9642857143	0.05194035566
6095	0.9642857143	0.05194035566
6096	0.9642857143	0.05194035566
6097	0.9642857143	0.05194035566
6098	0.9642857143	0.05194035566
6099	0.9642857143	0.05194035566
6100	0.9642857143	0.05194035566
6101	0.9642857143	0.05194035566
6102	0.9642857143	0.05194035566
6103	0.9642857143	0.05194035566
6104	0.9642857143	0.05194035566
6105	0.9642857143	0.05194035566
6106	0.9642857143	0.05194035566
6107	0.9642857143	0.05194035566
6108	0.9642857143	0.05194035566
6109	0.9642857143	0.05194035566
6110	0.9642857143	0.05194035566
6111	0.9642857143	0.05194035566
6112	0.9642857143	0.05194035566
6113	0.9642857143	0.05194035566
6114	0.9642857143	0.05194035566
6115	0.9642857143	0.05194035566
6116	0.9642857143	0.05194035566
6117	0.9642857143	0.05194035566
6118	0.9642857143	0.05194035566
6119	0.9642857143	0.05194035566
6120	0.9642857143	0.05194035566
6121	0.9642857143	0.05194035566
6122	0.9642857143	0.05194035566
6123	0.9642857143	0.05194035566
6124	0.9642857143	0.05194035566
6125	0.9642857143	0.05194035566
6126	0.9642857143	0.05194035566
6127	0.9642857143	0.05194035566
6128	0.9642857143	0.05194035566
6129	0.9642857143	0.05194035566
6130	0.9642857143	0.05194035566
6131	0.9642857143	0.05194035566
6132	0.9642857143	0.05194035566
6133	0.9642857143	0.05194035566
6134	0.9642857143	0.05194035566
6135	0.9642857143	0.05194035566
6136	0.9642857143	0.05194035566
6137	0.9642857143	0.05194035566
6138	0.9642857143	0.05194035566
6139	0.9642857143	0.05194035566
6140	0.9642857143	0.05194035566
6141	0.9642857143	0.05194035566
6142	0.9642857143	0.05194035566
6143	0.9642857143	0.05194035566
6144	0.9642857143	0.05194035566
6145	0.9642857143	0.05194035566
6146	0.9642857143	0.05194035566
6147	0.9642857143	0.05194035566
6148	0.9642857143	0.05194035566
6149	0.9642857143	0.05194035566
6150	0.9642857143	0.05194035566
6151	0.9642857143	0.05194035566
6152	0.9642857143	0.05194035566
6153	0.9642857143	0.05194035566
6154	0.9642857143	0.05194035566
6155	0.9642857143	0.05194035566
6156	0.9642857143	0.05194035566
6157	0.9642857143	0.05194035566
6158	0.9642857143	0.05194035566
6159	0.9642857143	0.05194035566
6160	0.9642857143	0.05194035566
6161	0.9642857143	0.05194035566
6162	0.9642857143	0.05194035566
6163	0.9642857143	0.05194035566
6164	0.9642857143	0.05194035566
6165	0.9642857143	0.05194035566
6166	0.9642857143	0.05194035566
6167	0.9642857143	0.05194035566
6168	0.9642857143	0.05194035566
6169	0.9642857143	0.05194035566
6170	0.9642857143	0.05194035566
6171	0.9642857143	0.05194035566
6172	0.9642857143	0.05194035566
6173	0.9642857143	0.05194035566
6174	0.9642857143	0.05194035566
6175	0.9642857143	0.05194035566
6176	0.9642857143	0.05194035566
6177	0.9642857143	0.05194035566
6178	0.9642857143	0.05194035566
6179	0.9642857143	0.05194035566
6180	0.9642857143	0.05194035566
6181	0.9642857143	0.05194035566
6182	0.9642857143	0.05194035566
6183	0.9642857143	0.05194035566
6184	0.9642857143	0.05194035566
6185	0.9642857143	0.05194035566
6186	0.9642857143	0.05194035566
6187	0.9642857143	0.05194035566
6188	0.9642857143	0.05194035566
6189	0.9642857143	0.05194035566
6190	0.9642857143	0.05194035566
6191	0.9642857143	0.05194035566
6192	0.9642857143	0.05194035566
6193	0.9642857143	0.05194035566
6194	0.9642857143	0.05194035566
6195	0.9642857143	0.05194035566
6196	0.9642857143	0.05194035566
6197	0.9642857143	0.05194035566
6198	0.9642857143	0.05194035566
6199	0.9642857143	0.05194035566
6200	0.9642857143	0.05194035566
6201	0.9642857143	0.05194035566
6202	0.9642857143	0.05194035566
6203	0.9642857143	0.05194035566
6204	0.9642857143	0.05194035566
6205	0.9642857143	0.05194035566
6206	0.9642857143	0.05194035566
6207	0.9642857143	0.05194035566
6208	0.9642857143	0.05194035566
6209	0.9642857143	0.05194035566
6210	0.9642857143	0.05194035566
6211	0.9642857143	0.05194035566
6212	0.9642857143	0.05194035566
6213	0.9642857143	0.05194035566
6214	0.9642857143	0.05194035566
6215	0.9642857143	0.05194035566
6216	0.9642857143	0.05194035566
6217	0.9642857143	0.05194035566
6218	0.9642857143	0.05194035566
6219	0.9642857143	0.05194035566
6220	0.9642857143	0.05194035566
6221	0.9642857143	0.05194035566
6222	0.9642857143	0.05194035566
6223	0.9642857143	0.05194035566
6224	0.9642857143	0.05194035566
6225	0.9642857143	0.05194035566
6226	0.9642857143	0.05194035566
6227	0.9642857143	0.05194035566
6228	0.9642857143	0.05194035566
6229	0.9642857143	0.05194035566
6230	0.9642857143	0.05194035566
6231	0.9642857143	0.05194035566
6232	0.9642857143	0.05194035566
6233	0.9642857143	0.05194035566
6234	0.9642857143	0.05194035566
6235	0.9642857143	0.05194035566
6236	0.9642857143	0.05194035566
6237	0.9642857143	0.05194035566
6238	0.9642857143	0.05194035566
6239	0.9642857143	0.05194035566
6240	0.9642857143	0.05194035566
6241	0.9642857143	0.05194035566
6242	0.9642857143	0.05194035566
6243	0.9642857143	0.05194035566
6244	0.9642857143	0.05194035566
6245	0.9642857143	0.05194035566
6246	0.9642857143	0.05194035566
6247	0.9642857143	0.05194035566
6248	0.9642857143	0.05194035566
6249	0.9642857143	0.05194035566
6250	0.9642857143	0.05194035566
6251	0.9642857143	0.05194035566
6252	0.9642857143	0.05194035566
6253	0.9642857143	0.05194035566
6254	0.9642857143	0.05194035566
6255	0.9642857143	0.05194035566
6256	0.9642857143	0.05194035566
6257	0.9642857143	0.05194035566
6258	0.9642857143	0.05194035566
6259	0.9642857143	0.05194035566
6260	0.9642857143	0.05194035566
6261	0.9642857143	0.05194035566
6262	0.9642857143	0.05194035566
6263	0.9642857143	0.05194035566
6264	0.9642857143	0.05194035566
6265	0.9642857143	0.05194035566
6266	0.9642857143	0.05194035566
6267	0.9642857143	0.05194035566
6268	0.9642857143	0.05194035566
6269	0.9642857143	0.05194035566
6270	0.9642857143	0.05194035566
6271	0.9642857143	0.05194035566
6272	0.9642857143	0.05194035566
6273	0.9642857143	0.05194035566
6274	0.9642857143	0.05194035566
6275	0.9642857143	0.05194035566
6276	0.9642857143	0.05194035566
6277	0.9642857143	0.05194035566
6278	0.9642857143	0.05194035566
6279	0.9642857143	0.05194035566
6280	0.9642857143	0.05194035566
6281	0.9642857143	0.05194035566
6282	0.9642857143	0.05194035566
6283	0.9642857143	0.05194035566
6284	0.9642857143	0.05194035566
6285	0.9642857143	0.05194035566
6286	0.9642857143	0.05194035566
6287	0.9642857143	0.05194035566
6288	0.9642857143	0.05194035566
6289	0.9642857143	0.05194035566
6290	0.9642857143	0.05194035566
6291	0.9642857143	0.05194035566
6292	0.9642857143	0.05194035566
6293	0.9642857143	0.05194035566
6294	0.9642857143	0.05194035566
6295	0.9642857143	0.05194035566
6296	0.9642857143	0.05194035566
6297	0.9642857143	0.05194035566
6298	0.9642857143	0.05194035566
6299	0.9642857143	0.05194035566
6300	0.9642857143	0.05194035566
6301	0.9642857143	0.05194035566
6302	0.9642857143	0.05194035566
6303	0.9642857143	0.05194035566
6304	0.9642857143	0.05194035566
6305	0.9642857143	0.05194035566
6306	0.9642857143	0.05194035566
6307	0.9642857143	0.05194035566
6308	0.9642857143	0.05194035566
6309	0.9642857143	0.05194035566
6310	0.9642857143	0.05194035566
6311	0.9642857143	0.05194035566
6312	0.9642857143	0.05194035566
6313	0.9642857143	0.05194035566
6314	0.9642857143	0.05194035566
6315	0.9642857143	0.05194035566
6316	0.9642857143	0.05194035566
6317	0.9642857143	0.05194035566
6318	0.9642857143	0.05194035566
6319	0.9642857143	0.05194035566
6320	0.9642857143	0.05194035566
6321	0.9642857143	0.05194035566
6322	0.9642857143	0.05194035566
6323	0.9642857143	0.05194035566
6324	0.9642857143	0.05194035566
6325	0.9642857143	0.05194035566
6326	0.9642857143	0.05194035566
6327	0.9642857143	0.05194035566
6328	0.9642857143	0.05194035566
6329	0.9642857143	0.05194035566
6330	0.9642857143	0.05194035566
6331	0.9642857143	0.05194035566
6332	0.9642857143	0.05194035566
6333	0.9642857143	0.05194035566
6334	0.9642857143	0.05194035566
6335	0.9642857143	0.05194035566
6336	0.9642857143	0.05194035566
6337	0.9642857143	0.05194035566
6338	0.9642857143	0.05194035566
6339	0.9642857143	0.05194035566
6340	0.9642857143	0.05194035566
6341	0.9642857143	0.05194035566
6342	0.9642857143	0.05194035566
6343	0.9642857143	0.05194035566
6344	0.9642857143	0.05194035566
6345	0.9642857143	0.05194035566
6346	0.9642857143	0.05194035566
6347	0.9642857143	0.05194035566
6348	0.9642857143	0.05194035566
6349	0.9642857143	0.05194035566
6350	0.9642857143	0.05194035566
6351	0.9642857143	0.05194035566
6352	0.9642857143	0.05194035566
6353	0.9642857143	0.05194035566
6354	0.9642857143	0.05194035566
6355	0.9642857143	0.05194035566
6356	0.9642857143	0.05194035566
6357	0.9642857143	0.05194035566
6358	0.9642857143	0.05194035566
6359	0.9642857143	0.05194035566
6360	0.9642857143	0.05194035566
6361	0.9642857143	0.05194035566
6362	0.9642857143	0.05194035566
